TIME,ID,LAT,LON,ALT,WIFI NETWORK,SSID1,MAC1,FREQNCY1,SIGNAL1,SSID2,MAC2,FREQNCY2,SIGNAL2,SSID3,MAC3,FREQNCY3,SIGNAL3,SSID4,MAC4,FREQNCY4,SIGNAL4,SSID5,MAC5,FREQNCY5,SIGNAL5,SSID6,MAC6,FREQNCY6,SIGNAL6,SSID7,MAC7,FREQNCY7,SIGNAL7,SSID,MAC8,FREQNCY8,SIGNAL8,SSID9,MAC9,FREQNCY9,SIGNAL9,SSID10,MAC10,FREQNCY10,SIGNAL10
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,Ariel_University,1c:b9:c4:15:44:58,11.0,-75.0,Ariel_University,1c:b9:c4:15:44:5c,44.0,-75.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0,magneto,c2:6c:ac:a0:7b:55,58.0,-75.0,artsim,b2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0,magneto,c2:6c:ac:a0:7b:55,58.0,-75.0,artsim,b2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0,magneto,c2:6c:ac:a0:7b:55,58.0,-75.0,artsim,b2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,iAgree,f8:d1:11:77:75:4e,7.0,-72.0,restore,e2:6c:ac:a0:7b:55,58.0,-74.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,outsense,d2:6c:ac:a0:7b:55,58.0,-75.0,EVE,90:6c:ac:a0:7b:55,58.0,-75.0,Guest,a2:6c:ac:a0:7b:55,58.0,-75.0,magneto,c2:6c:ac:a0:7b:55,58.0,-75.0,artsim,b2:6c:ac:a0:7b:55,58.0,-75.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,incentive2,a2:6c:ac:a0:60:4d,1.0,-74.0,outsense,d2:6c:ac:a0:7b:4d,6.0,-78.0,incentive2,a2:6c:ac:a0:60:55,44.0,-78.0,Guest,90:6c:ac:a0:60:55,44.0,-78.0,ShapeDo,f8:e9:03:12:ef:3b,1.0,-78.0,HP-Print-30-Officejet 7610,d0:bf:9c:db:31:30,1.0,-79.0,Guest,90:6c:ac:a0:60:4d,1.0,-81.0,,1c:b9:c4:94:62:47,36.0,-82.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,ShapeDo,f8:e9:03:12:ef:3b,1.0,-78.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Ariel_University,1c:b9:c4:15:fd:48,1.0,-84.0,Ariel_University,1c:b9:c4:16:cc:d8,1.0,-85.0,Ariel_University,1c:b9:c4:16:1d:7c,44.0,-85.0,,00:27:22:f3:bb:2b,6.0,-86.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Ariel_University,1c:b9:c4:15:fd:48,1.0,-84.0,Ariel_University,1c:b9:c4:16:cc:d8,1.0,-85.0,Ariel_University,1c:b9:c4:16:1d:7c,44.0,-85.0,,00:27:22:f3:bb:2b,6.0,-86.0,,1c:b9:c4:95:fd:47,44.0,-87.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Ariel_University,1c:b9:c4:15:fd:48,1.0,-84.0,Ariel_University,1c:b9:c4:16:cc:d8,1.0,-85.0,Ariel_University,1c:b9:c4:16:1d:7c,44.0,-85.0,,00:27:22:f3:bb:2b,6.0,-86.0,,1c:b9:c4:95:fd:47,44.0,-87.0
2017-11-12 13:10:22,SM-G935F,32.104193727462615,35.20922396579133,693.0187254845548,10,Ariel_University,ec:8c:a2:26:d3:68,1.0,-70.0,,1c:b9:c4:96:28:e7,36.0,-71.0,,8c:0c:90:ae:16:83,8.0,-82.0,,8c:0c:90:6e:16:88,8.0,-83.0,Ariel_University,ec:8c:a2:08:78:c8,6.0,-83.0,Ariel_University,1c:b9:c4:15:fd:48,1.0,-84.0,Ariel_University,1c:b9:c4:16:cc:d8,1.0,-85.0,Ariel_University,1c:b9:c4:16:1d:7c,44.0,-85.0,,00:27:22:f3:bb:2b,6.0,-86.0,,1c:b9:c4:95:fd:47,44.0,-87.0
